V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
40,technician,married,secondary,no,93.0,yes,no,unknown,13,may,134.0,2,-1.0,0.0,unknown,1
33,blue-collar,single,secondary,no,2764.0,yes,no,unknown,21,may,118.0,1,-1.0,0.0,unknown,1
31,technician,married,tertiary,no,0.0,yes,yes,unknown,13,may,164.0,2,-1.0,0.0,unknown,1
40,entrepreneur,single,tertiary,no,262.0,yes,yes,unknown,26,oct,17.0,1,-1.0,0.0,unknown,1
47,services,married,secondary,no,137.0,no,no,unknown,12,jun,112.0,1,-1.0,0.0,unknown,1
55,self-employed,divorced,secondary,no,148.0,no,no,unknown,17,jun,847.0,3,-1.0,0.0,unknown,1
41,management,divorced,tertiary,no,647.0,yes,no,unknown,16,may,270.0,1,-1.0,0.0,unknown,1
42,services,married,secondary,no,-246.0,yes,no,unknown,7,may,149.0,1,-1.0,0.0,unknown,1
31,services,single,secondary,no,-779.0,yes,no,unknown,28,may,198.0,2,-1.0,0.0,unknown,1
44,blue-collar,married,primary,no,0.0,no,no,unknown,18,jun,192.0,5,-1.0,0.0,unknown,1
28,admin.,single,secondary,no,-7.0,no,yes,unknown,26,jun,3183.0,2,-1.0,0.0,unknown,2
38,services,married,secondary,no,393.0,no,no,unknown,18,jun,90.0,3,-1.0,0.0,unknown,1
36,technician,single,tertiary,no,743.0,yes,no,unknown,3,jun,517.0,1,-1.0,0.0,unknown,1
46,management,divorced,tertiary,no,-49.0,yes,no,unknown,20,jun,10.0,23,-1.0,0.0,unknown,1
34,unemployed,married,tertiary,no,822.0,no,no,unknown,1,aug,11.0,1,-1.0,0.0,unknown,1
32,blue-collar,married,secondary,no,0.0,yes,yes,unknown,28,may,219.0,3,-1.0,0.0,unknown,1
45,blue-collar,married,secondary,no,1778.0,yes,no,unknown,29,may,48.0,5,-1.0,0.0,unknown,1
38,blue-collar,single,unknown,no,573.0,yes,no,unknown,12,may,334.0,7,-1.0,0.0,unknown,1
45,entrepreneur,single,tertiary,no,1678.0,no,no,unknown,16,jun,133.0,2,-1.0,0.0,unknown,1
30,blue-collar,married,secondary,no,578.0,yes,yes,unknown,4,jun,48.0,1,-1.0,0.0,unknown,1
43,services,single,secondary,no,848.0,no,no,unknown,5,jun,168.0,2,-1.0,0.0,unknown,1
59,retired,single,secondary,no,2432.0,no,no,unknown,11,jun,236.0,2,-1.0,0.0,unknown,1
32,technician,married,unknown,no,102.0,yes,no,unknown,21,may,12.0,11,-1.0,0.0,unknown,1
52,management,married,tertiary,no,1177.0,yes,no,unknown,29,may,473.0,1,-1.0,0.0,unknown,1
43,blue-collar,married,primary,no,34.0,yes,no,unknown,8,may,543.0,3,-1.0,0.0,unknown,1
35,blue-collar,married,primary,no,77.0,yes,no,unknown,26,may,282.0,3,-1.0,0.0,unknown,1
35,admin.,single,secondary,no,2830.0,no,no,unknown,20,jun,22.0,12,-1.0,0.0,unknown,1
42,services,married,secondary,no,1007.0,no,no,unknown,5,jun,139.0,1,-1.0,0.0,unknown,1
59,admin.,married,unknown,no,283.0,no,yes,unknown,17,nov,300.0,1,-1.0,0.0,unknown,1
48,technician,divorced,secondary,no,164.0,yes,no,unknown,12,may,139.0,2,-1.0,0.0,unknown,1
42,blue-collar,divorced,secondary,no,685.0,yes,no,unknown,30,may,204.0,4,-1.0,0.0,unknown,1
38,technician,married,secondary,no,61.0,yes,no,unknown,28,may,97.0,1,-1.0,0.0,unknown,1
32,admin.,married,secondary,no,187.0,no,yes,unknown,27,jun,381.0,3,-1.0,0.0,unknown,1
43,unemployed,married,primary,no,960.0,yes,yes,unknown,15,may,241.0,2,-1.0,0.0,unknown,1
56,technician,married,secondary,no,359.0,yes,no,unknown,6,jun,220.0,4,-1.0,0.0,unknown,1
27,blue-collar,married,secondary,no,-132.0,yes,no,unknown,4,jun,216.0,1,-1.0,0.0,unknown,1
40,blue-collar,single,primary,no,397.0,no,no,unknown,9,jun,163.0,1,-1.0,0.0,unknown,1
43,entrepreneur,single,tertiary,no,0.0,yes,no,unknown,26,may,142.0,3,-1.0,0.0,unknown,1
28,blue-collar,married,secondary,no,822.0,yes,no,unknown,6,jun,209.0,18,-1.0,0.0,unknown,1
53,services,married,unknown,no,257.0,yes,no,unknown,5,may,209.0,2,-1.0,0.0,unknown,1
41,technician,married,secondary,no,767.0,yes,yes,unknown,6,may,204.0,1,-1.0,0.0,unknown,1
51,blue-collar,married,secondary,no,1779.0,yes,no,unknown,15,may,99.0,2,-1.0,0.0,unknown,1
33,management,married,secondary,yes,879.0,yes,no,unknown,8,may,245.0,1,-1.0,0.0,unknown,1
36,services,married,secondary,no,279.0,no,no,unknown,16,may,261.0,6,-1.0,0.0,unknown,1
53,services,divorced,secondary,no,-223.0,no,no,unknown,20,jun,160.0,1,-1.0,0.0,unknown,1
39,blue-collar,single,unknown,no,3583.0,no,no,unknown,5,jun,97.0,2,-1.0,0.0,unknown,1
36,blue-collar,married,secondary,no,79.0,yes,no,unknown,28,may,275.0,2,-1.0,0.0,unknown,1
42,technician,divorced,tertiary,no,147.0,yes,no,unknown,3,jun,254.0,21,-1.0,0.0,unknown,1
35,management,single,tertiary,no,4.0,yes,no,unknown,30,may,449.0,1,-1.0,0.0,unknown,1
43,management,single,secondary,no,2968.0,no,no,unknown,20,jun,30.0,4,-1.0,0.0,unknown,1
40,management,married,tertiary,no,832.0,yes,yes,unknown,29,may,126.0,1,-1.0,0.0,unknown,1
30,management,married,tertiary,no,1825.0,yes,no,unknown,9,may,164.0,1,-1.0,0.0,unknown,1
33,management,single,tertiary,no,-625.0,yes,no,unknown,15,may,399.0,1,-1.0,0.0,unknown,1
43,management,divorced,secondary,no,311.0,no,no,unknown,6,jun,92.0,1,-1.0,0.0,unknown,1
25,services,married,secondary,no,55.0,yes,yes,unknown,9,may,155.0,1,-1.0,0.0,unknown,1
59,management,divorced,tertiary,no,0.0,no,no,unknown,17,jun,437.0,2,-1.0,0.0,unknown,1
57,entrepreneur,married,secondary,no,926.0,no,no,unknown,17,jun,447.0,3,-1.0,0.0,unknown,1
34,services,single,secondary,no,8132.0,yes,no,unknown,20,may,137.0,1,-1.0,0.0,unknown,1
57,housemaid,married,primary,no,0.0,no,no,unknown,9,jun,257.0,2,-1.0,0.0,unknown,1
32,management,single,secondary,no,916.0,yes,no,unknown,16,may,381.0,2,-1.0,0.0,unknown,1
39,services,married,secondary,no,104.0,yes,no,unknown,23,may,138.0,6,-1.0,0.0,unknown,1
41,entrepreneur,divorced,secondary,no,1588.0,yes,yes,unknown,20,jun,10.0,8,-1.0,0.0,unknown,1
51,housemaid,married,tertiary,no,3122.0,yes,no,unknown,30,may,33.0,2,-1.0,0.0,unknown,1
41,blue-collar,married,primary,no,406.0,yes,no,unknown,9,may,2462.0,1,-1.0,0.0,unknown,1
45,blue-collar,married,primary,no,246.0,yes,no,unknown,14,may,263.0,1,-1.0,0.0,unknown,1
35,technician,single,tertiary,no,1455.0,yes,no,unknown,15,may,70.0,6,-1.0,0.0,unknown,1
27,technician,married,secondary,no,512.0,yes,no,unknown,19,may,128.0,1,-1.0,0.0,unknown,1
35,self-employed,married,secondary,no,347.0,no,no,unknown,20,jun,231.0,1,-1.0,0.0,unknown,1
39,management,married,tertiary,no,351.0,yes,no,unknown,20,may,999.0,3,-1.0,0.0,unknown,1
31,technician,divorced,secondary,no,342.0,yes,no,unknown,30,may,34.0,2,-1.0,0.0,unknown,1
55,blue-collar,married,primary,no,1101.0,no,no,unknown,18,jun,744.0,3,-1.0,0.0,unknown,1
39,technician,married,secondary,no,504.0,yes,no,unknown,12,may,495.0,1,-1.0,0.0,unknown,1
30,blue-collar,married,secondary,no,673.0,yes,no,unknown,20,may,610.0,2,-1.0,0.0,unknown,1
54,blue-collar,married,secondary,no,3782.0,yes,no,unknown,30,may,211.0,4,-1.0,0.0,unknown,1
53,retired,married,primary,no,232.0,yes,yes,unknown,17,jun,203.0,2,-1.0,0.0,unknown,1
20,student,single,secondary,no,67.0,yes,no,unknown,19,may,387.0,1,-1.0,0.0,unknown,1
40,blue-collar,married,primary,no,13.0,yes,no,unknown,4,jul,178.0,1,-1.0,0.0,unknown,1
28,blue-collar,single,secondary,no,1103.0,yes,no,unknown,4,jun,14.0,11,-1.0,0.0,unknown,1
50,blue-collar,married,unknown,no,1537.0,no,no,unknown,17,jun,24.0,6,-1.0,0.0,unknown,1
32,technician,married,secondary,no,1247.0,yes,no,unknown,23,may,154.0,3,-1.0,0.0,unknown,1
29,blue-collar,married,secondary,no,1.0,yes,no,unknown,6,may,215.0,1,-1.0,0.0,unknown,1
38,entrepreneur,married,secondary,no,-272.0,no,yes,unknown,17,jun,143.0,2,-1.0,0.0,unknown,1
33,admin.,divorced,secondary,no,212.0,yes,no,unknown,7,jan,23.0,1,-1.0,0.0,unknown,1
25,blue-collar,single,primary,no,116.0,yes,no,unknown,9,jun,253.0,4,-1.0,0.0,unknown,1
47,technician,married,primary,no,1375.0,yes,yes,unknown,2,jun,218.0,2,-1.0,0.0,unknown,1
31,blue-collar,married,secondary,no,1243.0,yes,no,unknown,21,may,32.0,1,-1.0,0.0,unknown,1
37,blue-collar,married,primary,no,2240.0,yes,no,unknown,20,may,214.0,1,-1.0,0.0,unknown,1
38,self-employed,divorced,secondary,no,2674.0,yes,no,unknown,19,jun,163.0,2,-1.0,0.0,unknown,1
32,services,married,secondary,no,0.0,yes,yes,unknown,7,may,255.0,2,-1.0,0.0,unknown,1
44,technician,married,secondary,no,363.0,no,yes,unknown,5,jun,650.0,2,-1.0,0.0,unknown,1
39,blue-collar,married,secondary,no,2612.0,yes,no,unknown,28,may,363.0,4,-1.0,0.0,unknown,1
34,management,married,tertiary,no,1273.0,no,no,unknown,11,aug,93.0,2,-1.0,0.0,unknown,1
29,services,married,secondary,no,-753.0,yes,yes,unknown,23,may,98.0,1,-1.0,0.0,unknown,1
52,blue-collar,married,primary,no,-63.0,yes,no,unknown,26,may,560.0,4,-1.0,0.0,unknown,1
31,blue-collar,married,tertiary,no,2827.0,yes,no,unknown,8,may,238.0,3,-1.0,0.0,unknown,1
53,technician,divorced,secondary,no,1301.0,yes,no,unknown,29,may,90.0,1,-1.0,0.0,unknown,1
34,blue-collar,married,secondary,no,42.0,yes,no,unknown,7,may,154.0,2,-1.0,0.0,unknown,1
47,services,married,secondary,no,1111.0,no,no,unknown,20,jun,415.0,4,-1.0,0.0,unknown,1
39,management,single,tertiary,no,220.0,yes,no,unknown,8,may,87.0,2,-1.0,0.0,unknown,1
47,technician,married,secondary,no,302.0,yes,no,unknown,20,jun,89.0,3,-1.0,0.0,unknown,1
37,technician,married,secondary,no,490.0,yes,no,unknown,30,may,226.0,1,-1.0,0.0,unknown,1
34,blue-collar,married,secondary,no,1831.0,yes,no,unknown,20,may,203.0,2,-1.0,0.0,unknown,1
57,management,divorced,secondary,no,3625.0,yes,no,unknown,14,may,747.0,3,-1.0,0.0,unknown,1
36,services,married,primary,no,179.0,no,no,unknown,9,jun,411.0,1,-1.0,0.0,unknown,1
32,management,married,tertiary,no,-24.0,yes,no,unknown,12,may,93.0,4,-1.0,0.0,unknown,1
33,self-employed,divorced,secondary,no,892.0,yes,no,unknown,21,may,316.0,1,-1.0,0.0,unknown,1
30,admin.,divorced,secondary,no,370.0,yes,no,unknown,15,may,160.0,1,-1.0,0.0,unknown,1
51,housemaid,married,primary,no,3073.0,no,no,unknown,12,jun,410.0,1,-1.0,0.0,unknown,1
57,management,married,secondary,no,4046.0,no,yes,unknown,5,jun,331.0,1,-1.0,0.0,unknown,1
37,admin.,married,secondary,no,10465.0,no,no,unknown,17,jun,144.0,6,-1.0,0.0,unknown,1
46,blue-collar,married,secondary,no,1660.0,yes,no,unknown,6,may,259.0,1,-1.0,0.0,unknown,1
53,unknown,married,unknown,no,1347.0,no,no,unknown,5,jun,92.0,2,-1.0,0.0,unknown,1
57,retired,married,secondary,no,502.0,yes,no,unknown,7,may,229.0,3,-1.0,0.0,unknown,1
47,admin.,married,secondary,no,2354.0,yes,no,unknown,15,may,303.0,1,-1.0,0.0,unknown,1
28,admin.,single,secondary,no,419.0,yes,no,unknown,28,may,158.0,2,-1.0,0.0,unknown,1
32,blue-collar,married,secondary,no,358.0,no,no,unknown,26,may,396.0,1,-1.0,0.0,unknown,1
23,student,single,secondary,no,157.0,yes,no,unknown,6,may,54.0,1,-1.0,0.0,unknown,1
36,blue-collar,single,secondary,no,3254.0,yes,no,unknown,28,may,300.0,3,-1.0,0.0,unknown,1
20,student,single,tertiary,no,2764.0,yes,no,unknown,29,may,139.0,2,-1.0,0.0,unknown,1
33,admin.,divorced,secondary,no,1128.0,yes,no,unknown,8,may,139.0,2,-1.0,0.0,unknown,1
47,technician,single,unknown,no,-213.0,yes,no,unknown,26,may,168.0,1,-1.0,0.0,unknown,1
27,admin.,single,secondary,no,416.0,no,no,unknown,17,aug,8.0,1,-1.0,0.0,unknown,1
44,student,single,unknown,no,5078.0,no,no,unknown,20,jun,17.0,5,-1.0,0.0,unknown,1
31,services,single,secondary,no,481.0,yes,no,unknown,21,may,114.0,2,-1.0,0.0,unknown,1
44,management,married,tertiary,no,2400.0,yes,no,unknown,15,may,74.0,1,-1.0,0.0,unknown,1
38,unknown,married,unknown,no,124.0,yes,no,unknown,20,may,37.0,13,-1.0,0.0,unknown,1
29,management,single,secondary,no,293.0,yes,no,unknown,28,may,188.0,2,-1.0,0.0,unknown,1
57,management,married,secondary,no,0.0,yes,no,unknown,9,may,147.0,7,-1.0,0.0,unknown,1
56,blue-collar,married,secondary,no,25.0,yes,no,unknown,19,may,264.0,1,-1.0,0.0,unknown,1
53,blue-collar,single,secondary,no,156.0,yes,yes,unknown,7,may,259.0,4,-1.0,0.0,unknown,1
44,entrepreneur,married,secondary,no,0.0,no,no,unknown,14,may,211.0,2,-1.0,0.0,unknown,1
39,blue-collar,married,primary,no,2715.0,yes,no,unknown,2,jun,201.0,3,-1.0,0.0,unknown,1
36,blue-collar,single,secondary,no,90.0,yes,no,unknown,12,may,13.0,5,-1.0,0.0,unknown,1
36,blue-collar,divorced,secondary,no,-11.0,no,no,unknown,5,jun,152.0,2,-1.0,0.0,unknown,1
40,self-employed,married,secondary,no,672.0,yes,no,unknown,5,may,164.0,2,-1.0,0.0,unknown,1
43,blue-collar,married,primary,no,377.0,no,yes,unknown,20,jun,11.0,5,-1.0,0.0,unknown,1
52,admin.,divorced,secondary,no,-209.0,yes,yes,unknown,23,may,161.0,1,-1.0,0.0,unknown,1
25,blue-collar,single,secondary,no,579.0,yes,no,unknown,28,may,225.0,4,-1.0,0.0,unknown,1
48,blue-collar,married,primary,no,343.0,no,no,unknown,19,jun,136.0,1,-1.0,0.0,unknown,1
48,entrepreneur,married,secondary,no,4037.0,no,no,unknown,6,jun,23.0,1,-1.0,0.0,unknown,1
45,entrepreneur,married,tertiary,no,369.0,yes,no,unknown,19,may,182.0,2,-1.0,0.0,unknown,1
25,blue-collar,single,secondary,no,154.0,yes,no,unknown,27,may,312.0,2,-1.0,0.0,unknown,1
25,blue-collar,single,secondary,no,2096.0,yes,no,unknown,3,jun,236.0,2,-1.0,0.0,unknown,1
40,blue-collar,married,secondary,no,4.0,yes,yes,unknown,7,may,263.0,1,-1.0,0.0,unknown,1
40,management,single,tertiary,no,242.0,yes,no,unknown,6,may,221.0,2,-1.0,0.0,unknown,1
35,self-employed,married,tertiary,no,35368.0,yes,no,unknown,21,may,63.0,1,-1.0,0.0,unknown,1
40,admin.,married,secondary,no,1380.0,yes,no,unknown,19,may,127.0,1,-1.0,0.0,unknown,1
51,management,married,tertiary,no,91.0,yes,no,unknown,9,may,178.0,2,-1.0,0.0,unknown,1
55,blue-collar,married,primary,no,332.0,yes,no,unknown,8,may,318.0,2,-1.0,0.0,unknown,1
30,entrepreneur,married,secondary,no,1539.0,yes,yes,unknown,27,may,166.0,9,-1.0,0.0,unknown,1
53,housemaid,married,secondary,no,736.0,yes,no,unknown,20,may,535.0,1,-1.0,0.0,unknown,1
56,entrepreneur,married,tertiary,no,1297.0,yes,no,unknown,16,may,180.0,1,-1.0,0.0,unknown,1
36,management,divorced,tertiary,no,133.0,yes,no,unknown,9,may,117.0,1,-1.0,0.0,unknown,1
41,entrepreneur,single,secondary,no,3216.0,no,no,unknown,9,jun,718.0,3,-1.0,0.0,unknown,1
46,self-employed,married,primary,no,2295.0,yes,no,unknown,11,jun,138.0,1,-1.0,0.0,unknown,1
26,blue-collar,single,secondary,no,539.0,yes,no,unknown,2,jun,599.0,2,-1.0,0.0,unknown,1
40,services,married,secondary,no,1325.0,no,no,unknown,11,jun,150.0,2,-1.0,0.0,unknown,1
32,services,married,secondary,no,243.0,yes,yes,unknown,6,may,144.0,1,-1.0,0.0,unknown,1
39,admin.,divorced,secondary,no,2610.0,no,no,unknown,6,jun,67.0,5,-1.0,0.0,unknown,1
33,services,married,secondary,no,1553.0,yes,no,unknown,27,may,492.0,8,-1.0,0.0,unknown,1
52,blue-collar,married,primary,no,17.0,yes,no,unknown,29,may,30.0,2,-1.0,0.0,unknown,1
53,admin.,married,secondary,no,465.0,no,yes,unknown,12,may,95.0,3,-1.0,0.0,unknown,1
31,entrepreneur,single,tertiary,no,247.0,yes,yes,unknown,2,jun,273.0,1,-1.0,0.0,unknown,1
39,self-employed,single,unknown,no,0.0,no,no,unknown,20,jun,13.0,11,-1.0,0.0,unknown,1
34,services,married,secondary,no,-52.0,no,no,unknown,13,aug,12.0,1,-1.0,0.0,unknown,1
26,admin.,single,tertiary,no,-164.0,yes,no,unknown,28,may,69.0,2,-1.0,0.0,unknown,1
34,admin.,single,secondary,no,1581.0,yes,yes,unknown,20,may,52.0,11,-1.0,0.0,unknown,1
41,management,married,tertiary,no,65.0,yes,no,unknown,6,may,524.0,2,-1.0,0.0,unknown,1
40,blue-collar,married,primary,no,640.0,yes,yes,unknown,8,may,347.0,2,-1.0,0.0,unknown,1
40,admin.,married,tertiary,no,0.0,yes,no,unknown,20,may,88.0,2,-1.0,0.0,unknown,1
42,blue-collar,married,primary,no,321.0,yes,no,unknown,14,may,147.0,3,-1.0,0.0,unknown,1
32,admin.,divorced,secondary,no,-417.0,no,no,unknown,30,may,25.0,5,-1.0,0.0,unknown,1
57,retired,married,secondary,no,3545.0,yes,no,unknown,14,may,138.0,2,-1.0,0.0,unknown,1
30,blue-collar,single,secondary,no,906.0,yes,yes,unknown,21,may,218.0,7,-1.0,0.0,unknown,1
42,blue-collar,married,primary,no,0.0,no,no,unknown,20,jun,19.0,2,-1.0,0.0,unknown,1
35,technician,married,tertiary,no,1473.0,yes,no,unknown,12,may,84.0,3,-1.0,0.0,unknown,1
32,admin.,single,tertiary,no,-59.0,no,yes,unknown,4,jul,192.0,1,-1.0,0.0,unknown,1
49,blue-collar,married,secondary,no,366.0,yes,yes,unknown,30,may,191.0,3,-1.0,0.0,unknown,1
34,technician,single,secondary,no,486.0,yes,no,unknown,27,may,185.0,1,-1.0,0.0,unknown,1
58,services,married,secondary,no,1667.0,yes,yes,unknown,6,may,85.0,1,-1.0,0.0,unknown,1
35,blue-collar,divorced,primary,no,-587.0,yes,no,unknown,26,may,111.0,1,-1.0,0.0,unknown,1
26,blue-collar,single,secondary,no,-132.0,no,no,unknown,8,may,12.0,1,-1.0,0.0,unknown,1
53,management,married,tertiary,yes,0.0,no,yes,unknown,5,jun,189.0,1,-1.0,0.0,unknown,1
32,blue-collar,single,secondary,yes,130.0,no,no,unknown,26,jun,406.0,2,-1.0,0.0,unknown,1
42,admin.,single,secondary,no,61.0,yes,no,unknown,23,may,65.0,1,-1.0,0.0,unknown,1
53,technician,married,secondary,no,472.0,yes,yes,unknown,20,jun,325.0,1,-1.0,0.0,unknown,1
39,management,married,tertiary,no,-1026.0,yes,no,unknown,26,may,200.0,2,-1.0,0.0,unknown,1
54,management,married,tertiary,no,2452.0,yes,no,unknown,29,may,80.0,3,-1.0,0.0,unknown,1
29,admin.,single,secondary,no,3986.0,yes,no,unknown,9,may,488.0,2,-1.0,0.0,unknown,1
32,admin.,single,secondary,no,64.0,yes,no,unknown,7,may,202.0,2,-1.0,0.0,unknown,1
46,blue-collar,married,secondary,no,2121.0,yes,no,unknown,14,may,160.0,1,-1.0,0.0,unknown,1
26,admin.,married,tertiary,no,685.0,yes,no,unknown,26,may,346.0,2,-1.0,0.0,unknown,1
35,unknown,divorced,primary,no,3888.0,no,no,unknown,26,may,422.0,5,-1.0,0.0,unknown,1
44,blue-collar,married,secondary,no,-54.0,yes,yes,unknown,26,may,437.0,1,-1.0,0.0,unknown,1
41,unemployed,married,primary,no,1483.0,yes,no,unknown,13,may,227.0,1,-1.0,0.0,unknown,1
46,services,married,secondary,no,2019.0,yes,no,unknown,8,may,357.0,1,-1.0,0.0,unknown,1
47,blue-collar,married,secondary,no,762.0,yes,no,unknown,29,may,56.0,3,-1.0,0.0,unknown,1
35,management,divorced,tertiary,no,321.0,yes,no,unknown,9,may,189.0,1,-1.0,0.0,unknown,1
32,management,single,secondary,no,249.0,yes,no,unknown,2,jun,258.0,1,-1.0,0.0,unknown,1
25,admin.,single,secondary,no,787.0,yes,no,unknown,9,may,164.0,1,-1.0,0.0,unknown,1
25,technician,single,tertiary,no,640.0,yes,no,unknown,13,may,492.0,2,-1.0,0.0,unknown,1
36,blue-collar,single,secondary,no,690.0,yes,no,unknown,23,may,86.0,2,-1.0,0.0,unknown,1
38,blue-collar,married,secondary,no,-220.0,yes,no,unknown,27,may,518.0,2,-1.0,0.0,unknown,1
32,blue-collar,single,primary,no,1660.0,no,no,unknown,20,may,14.0,1,-1.0,0.0,unknown,1
30,services,married,secondary,no,311.0,yes,yes,unknown,5,jun,94.0,4,-1.0,0.0,unknown,1
31,blue-collar,single,primary,no,5058.0,yes,no,unknown,20,may,157.0,1,-1.0,0.0,unknown,1
20,student,single,secondary,no,-322.0,yes,no,unknown,20,jun,73.0,4,-1.0,0.0,unknown,1
39,entrepreneur,married,secondary,no,0.0,yes,no,unknown,15,may,171.0,10,-1.0,0.0,unknown,1
36,admin.,married,secondary,no,4280.0,no,no,unknown,19,jun,227.0,6,-1.0,0.0,unknown,1
55,services,married,secondary,no,697.0,yes,no,unknown,15,may,206.0,1,-1.0,0.0,unknown,1
38,blue-collar,married,secondary,no,-390.0,yes,no,unknown,5,may,287.0,1,-1.0,0.0,unknown,1
53,technician,divorced,secondary,no,989.0,yes,no,unknown,5,may,812.0,1,-1.0,0.0,unknown,1
48,blue-collar,married,secondary,no,157.0,yes,no,unknown,6,may,73.0,1,-1.0,0.0,unknown,1
56,management,married,secondary,no,0.0,yes,no,unknown,29,may,726.0,1,-1.0,0.0,unknown,1
57,blue-collar,married,primary,no,162.0,yes,no,unknown,6,may,155.0,2,-1.0,0.0,unknown,1
60,retired,married,secondary,no,1524.0,no,no,unknown,18,jun,173.0,1,-1.0,0.0,unknown,1
38,management,married,unknown,no,933.0,no,no,unknown,20,jun,95.0,2,-1.0,0.0,unknown,1
52,services,married,primary,no,911.0,no,no,unknown,20,jun,29.0,2,-1.0,0.0,unknown,1
29,management,single,secondary,no,0.0,yes,yes,unknown,27,may,92.0,2,-1.0,0.0,unknown,1
57,management,married,primary,no,1566.0,no,no,unknown,28,may,105.0,4,-1.0,0.0,unknown,1
32,blue-collar,divorced,unknown,no,291.0,yes,yes,unknown,27,jun,120.0,6,-1.0,0.0,unknown,1
34,management,married,tertiary,no,-304.0,yes,no,unknown,28,may,279.0,2,-1.0,0.0,unknown,1
45,housemaid,married,primary,no,3.0,yes,yes,unknown,17,jun,128.0,1,-1.0,0.0,unknown,1
37,admin.,married,secondary,no,1123.0,no,yes,unknown,28,may,138.0,1,-1.0,0.0,unknown,1
34,management,single,tertiary,no,72.0,yes,no,unknown,26,may,118.0,2,-1.0,0.0,unknown,1
29,technician,single,secondary,no,316.0,yes,yes,unknown,27,may,211.0,1,-1.0,0.0,unknown,1
35,technician,married,secondary,no,319.0,yes,no,unknown,8,may,74.0,1,-1.0,0.0,unknown,1
44,blue-collar,married,tertiary,no,2185.0,yes,no,unknown,16,may,698.0,1,-1.0,0.0,unknown,1
36,blue-collar,married,primary,no,-327.0,yes,yes,unknown,23,may,691.0,1,-1.0,0.0,unknown,1
55,entrepreneur,married,primary,no,298.0,yes,no,unknown,8,may,144.0,3,-1.0,0.0,unknown,1
27,blue-collar,married,primary,yes,-588.0,no,no,unknown,13,may,531.0,2,-1.0,0.0,unknown,1
56,technician,married,secondary,no,463.0,no,no,unknown,26,may,131.0,2,-1.0,0.0,unknown,1
37,entrepreneur,married,secondary,no,-170.0,yes,no,unknown,28,may,39.0,1,-1.0,0.0,unknown,1
38,admin.,married,secondary,no,1839.0,no,no,unknown,23,may,63.0,2,-1.0,0.0,unknown,1
30,blue-collar,single,secondary,no,-93.0,yes,no,unknown,27,may,149.0,2,-1.0,0.0,unknown,1
54,retired,married,secondary,no,153.0,yes,yes,unknown,26,may,74.0,1,-1.0,0.0,unknown,1
31,blue-collar,single,primary,no,-280.0,no,no,unknown,21,may,281.0,3,-1.0,0.0,unknown,1
43,blue-collar,married,secondary,no,470.0,yes,yes,unknown,26,may,185.0,1,-1.0,0.0,unknown,1
47,technician,married,secondary,no,-401.0,yes,no,unknown,23,may,78.0,1,-1.0,0.0,unknown,1
38,student,single,tertiary,no,1523.0,yes,no,unknown,5,jun,17.0,16,-1.0,0.0,unknown,1
30,technician,single,secondary,no,0.0,yes,no,unknown,6,may,369.0,1,-1.0,0.0,unknown,1
56,management,divorced,tertiary,no,982.0,no,no,unknown,5,jun,152.0,1,-1.0,0.0,unknown,1
45,services,married,secondary,no,475.0,yes,no,unknown,30,may,230.0,2,-1.0,0.0,unknown,1
36,blue-collar,married,secondary,no,346.0,yes,no,unknown,5,jun,202.0,1,-1.0,0.0,unknown,1
47,admin.,married,secondary,yes,-57.0,no,yes,unknown,20,jun,93.0,2,-1.0,0.0,unknown,1
56,entrepreneur,divorced,tertiary,no,22946.0,no,no,unknown,17,jun,75.0,3,-1.0,0.0,unknown,1
39,blue-collar,married,unknown,no,157.0,yes,no,unknown,30,may,99.0,6,-1.0,0.0,unknown,1
42,management,married,primary,no,0.0,no,no,unknown,9,jun,108.0,1,-1.0,0.0,unknown,1
48,technician,married,secondary,no,3142.0,no,no,unknown,23,may,563.0,1,-1.0,0.0,unknown,1
57,management,married,tertiary,no,0.0,yes,yes,unknown,20,may,107.0,2,-1.0,0.0,unknown,1
49,self-employed,married,tertiary,no,2199.0,yes,no,unknown,13,may,98.0,1,-1.0,0.0,unknown,1
57,retired,married,primary,no,903.0,no,no,unknown,16,jun,141.0,1,-1.0,0.0,unknown,1
45,admin.,married,secondary,no,520.0,yes,no,unknown,14,may,452.0,1,-1.0,0.0,unknown,1
38,management,divorced,tertiary,no,4692.0,yes,no,unknown,29,may,1363.0,2,-1.0,0.0,unknown,2
52,blue-collar,married,secondary,no,157.0,yes,yes,unknown,19,may,107.0,2,-1.0,0.0,unknown,1
41,technician,married,secondary,no,-147.0,no,yes,unknown,1,jul,130.0,1,-1.0,0.0,unknown,1
39,blue-collar,single,primary,no,2.0,yes,no,unknown,9,jun,259.0,2,-1.0,0.0,unknown,1
55,services,single,secondary,no,-40.0,yes,no,unknown,12,may,178.0,2,-1.0,0.0,unknown,1
23,student,single,secondary,no,1284.0,yes,no,unknown,11,jun,327.0,10,-1.0,0.0,unknown,1
36,unemployed,single,tertiary,no,1316.0,yes,no,unknown,30,may,265.0,2,-1.0,0.0,unknown,1
33,admin.,single,primary,no,-258.0,yes,no,unknown,28,may,193.0,2,-1.0,0.0,unknown,1
35,technician,married,secondary,no,712.0,yes,no,unknown,27,may,266.0,4,-1.0,0.0,unknown,1
